invoiceno,invoicedate
571908,2011-10-19 14:56:00
572026,2011-10-20 11:40:00
563661,2011-08-18 11:23:00
563241,2011-08-15 10:22:00
571694,2011-10-18 14:44:00
554115,2011-05-22 15:03:00
536610,2010-12-02 09:42:00
536592,2010-12-01 17:06:00
554560,2011-05-25 10:35:00
554981,2011-05-29 12:06:00
563680,2011-08-18 12:06:00
554663,2011-05-25 14:29:00
C571861,2011-10-19 13:43:00
545067,2011-02-27 14:49:00
C555197,2011-06-01 11:45:00
571900,2011-10-19 14:26:00
554820,2011-05-26 14:09:00
545220,2011-03-01 08:30:00
572036,2011-10-20 12:04:00
563942,2011-08-22 09:53:00
572031,2011-10-20 11:53:00
C563375,2011-08-16 10:27:00
545522,2011-03-03 12:35:00
537041,2010-12-05 10:36:00
C554529,2011-05-24 17:27:00
545398,2011-03-02 11:43:00
554704,2011-05-26 10:09:00
C554716,2011-05-26 11:03:00
C545438,2011-03-02 15:54:00
572195,2011-10-21 11:49:00
572085,2011-10-20 14:23:00
554542,2011-05-25 08:32:00
C563207,2011-08-14 12:10:00
536787,2010-12-02 15:24:00
536529,2010-12-01 13:20:00
545503,2011-03-03 11:34:00
564043,2011-08-22 12:55:00
536381,2010-12-01 09:41:00
C545525,2011-03-03 13:11:00
545475,2011-03-03 10:59:00
545214,2011-02-28 16:39:00
563819,2011-08-19 11:56:00
545182,2011-02-28 14:48:00
554670,2011-05-25 15:47:00
572521,2011-10-24 15:19:00
572512,2011-10-24 14:35:00
572290,2011-10-23 12:46:00
571505,2011-10-17 15:19:00
554642,2011-05-25 12:19:00
C563446,2011-08-16 14:24:00
C554210,2011-05-23 12:16:00
572453,2011-10-24 12:37:00
564076,2011-08-22 15:27:00
554323,2011-05-23 15:33:00
C545307,2011-03-01 13:05:00
536732,2010-12-02 12:47:00
563354,2011-08-15 14:35:00
571464,2011-10-17 14:28:00
571428,2011-10-17 12:47:00
572103,2011-10-20 15:57:00
C545456,2011-03-02 17:15:00
554822,2011-05-26 14:17:00
C563363,2011-08-15 16:20:00
554986,2011-05-29 12:35:00
544894,2011-02-24 12:09:00
571508,2011-10-17 15:27:00
544941,2011-02-25 10:25:00
572063,2011-10-20 12:57:00
537023,2010-12-03 16:02:00
571669,2011-10-18 13:11:00
572330,2011-10-24 10:17:00
563217,2011-08-14 13:21:00
555008,2011-05-31 10:24:00
563366,2011-08-16 08:52:00
554713,2011-05-26 10:43:00
536544,2010-12-01 14:32:00
536938,2010-12-03 12:05:00
537057,2010-12-05 11:49:00
554792,2011-05-26 12:38:00
571497,2011-10-17 15:03:00
571824,2011-10-19 11:49:00
571560,2011-10-18 09:54:00
563726,2011-08-18 17:02:00
563744,2011-08-19 09:35:00
563448,2011-08-16 14:28:00
571610,2011-10-18 10:55:00
537214,2010-12-05 15:35:00
571850,2011-10-19 12:54:00
545230,2011-03-01 09:55:00
545648,2011-03-04 13:09:00
C554905,2011-05-27 11:17:00
554843,2011-05-26 19:13:00
554977,2011-05-29 11:03:00
572278,2011-10-23 10:46:00
563891,2011-08-19 17:02:00
545435,2011-03-02 15:28:00
536796,2010-12-02 15:46:00
536573,2010-12-01 15:45:00
C545508,2011-03-03 11:53:00
571309,2011-10-17 10:17:00
571721,2011-10-18 17:30:00
C563258,2011-08-15 12:08:00
554498,2011-05-24 14:39:00
545225,2011-03-01 09:22:00
536638,2010-12-02 11:41:00
571830,2011-10-19 11:53:00
537049,2010-12-05 11:04:00
563435,2011-08-16 12:29:00
563723,2011-08-18 16:43:00
545565,2011-03-03 16:14:00
571427,2011-10-17 12:46:00
536540,2010-12-01 14:05:00
537224,2010-12-05 16:24:00
C572445,2011-10-24 12:20:00
563198,2011-08-14 10:38:00
536392,2010-12-01 10:29:00
563518,2011-08-17 10:56:00
536599,2010-12-02 07:49:00
545187,2011-02-28 15:18:00
536522,2010-12-01 12:49:00
C537143,2010-12-05 12:58:00
572323,2011-10-24 09:46:00
C571316,2011-10-17 10:47:00
555160,2011-06-01 09:18:00
571447,2011-10-17 13:47:00
564044,2011-08-22 12:58:00
554645,2011-05-25 12:34:00
537196,2010-12-05 13:55:00
C564131,2011-08-23 10:55:00
C572119,2011-10-20 19:23:00
545320,2011-03-01 14:47:00
554990,2011-05-29 13:57:00
563708,2011-08-18 15:09:00
536580,2010-12-01 16:17:00
563556,2011-08-17 13:31:00
C554334,2011-05-23 17:16:00
C571925,2011-10-19 16:31:00
571294,2011-10-16 16:09:00
545022,2011-02-25 14:24:00
554907,2011-05-27 11:45:00
563256,2011-08-15 12:07:00
572336,2011-10-24 10:29:00
571498,2011-10-17 15:06:00
572086,2011-10-20 14:30:00
572337,2011-10-24 10:30:00
571310,2011-10-17 10:17:00
545080,2011-02-28 10:33:00
536982,2010-12-03 14:27:00
536581,2010-12-01 16:19:00
563404,2011-08-16 11:04:00
563477,2011-08-16 15:39:00
563848,2011-08-19 14:57:00
554120,2011-05-22 15:28:00
571940,2011-10-20 09:57:00
537046,2010-12-05 10:58:00
C554154,2011-05-23 11:24:00
545651,2011-03-04 13:14:00
571445,2011-10-17 13:44:00
C545421,2011-03-02 14:28:00
563193,2011-08-12 16:30:00
536748,2010-12-02 13:45:00
544921,2011-02-24 16:35:00
536741,2010-12-02 13:11:00
C563608,2011-08-18 06:33:00
563844,2011-08-19 14:04:00
563702,2011-08-18 13:55:00
536626,2010-12-02 10:46:00
545332,2011-03-01 15:52:00
563622,2011-08-18 10:21:00
572082,2011-10-20 14:18:00
571352,2011-10-17 11:49:00
572071,2011-10-20 13:37:00
563619,2011-08-18 10:01:00
544836,2011-02-24 10:25:00
572321,2011-10-24 08:59:00
563346,2011-08-15 13:37:00
C571325,2011-10-17 11:09:00
545550,2011-03-03 15:11:00
536994,2010-12-03 15:25:00
536762,2010-12-02 14:40:00
563914,2011-08-21 13:18:00
563573,2011-08-17 15:02:00
536851,2010-12-03 09:49:00
536805,2010-12-02 16:38:00
536984,2010-12-03 14:35:00
554321,2011-05-23 15:32:00
536800,2010-12-02 16:12:00
554354,2011-05-24 09:12:00
572484,2011-10-24 13:50:00
536839,2010-12-02 18:25:00
C554781,2011-05-26 11:44:00
554318,2011-05-23 15:30:00
554597,2011-05-25 11:01:00
C572469,2011-10-24 13:31:00
537199,2010-12-05 14:06:00
536862,2010-12-03 11:13:00
554372,2011-05-24 10:50:00
571836,2011-10-19 12:10:00
536559,2010-12-01 14:54:00
554538,2011-05-24 17:46:00
564041,2011-08-22 12:46:00
536384,2010-12-01 09:53:00
536858,2010-12-03 10:36:00
545535,2011-03-03 14:09:00
536437,2010-12-01 12:12:00
564061,2011-08-22 14:38:00
554809,2011-05-26 13:13:00
536536,2010-12-01 13:45:00
C572538,2011-10-24 16:10:00
554953,2011-05-27 14:49:00
C571680,2011-10-18 13:43:00
C572114,2011-10-20 19:15:00
563382,2011-08-16 10:50:00
536532,2010-12-01 13:24:00
545016,2011-02-25 13:51:00
C571320,2011-10-17 10:57:00
C554862,2011-05-27 10:34:00
554148,2011-05-23 10:53:00
554134,2011-05-23 09:48:00
544892,2011-02-24 12:00:00
545343,2011-03-02 09:05:00
554949,2011-05-27 14:44:00
536681,2010-12-02 12:22:00
545344,2011-03-02 09:24:00
554337,2011-05-23 17:25:00
536564,2010-12-01 15:08:00
563352,2011-08-15 14:32:00
C571707,2011-10-18 15:33:00
571932,2011-10-19 17:21:00
554639,2011-05-25 12:00:00
563904,2011-08-21 11:29:00
545215,2011-02-28 16:47:00
554649,2011-05-25 12:46:00
545232,2011-03-01 10:19:00
536970,2010-12-03 13:12:00
C536758,2010-12-02 14:25:00
554555,2011-05-25 10:08:00
536834,2010-12-02 17:51:00
C554867,2011-05-27 10:48:00
571312,2011-10-17 10:42:00
563549,2011-08-17 12:34:00
572035,2011-10-20 12:03:00
C554532,2011-05-24 17:32:00
554158,2011-05-23 11:44:00
536830,2010-12-02 17:38:00
536947,2010-12-03 12:29:00
554996,2011-05-29 14:28:00
563268,2011-08-15 12:47:00
563776,2011-08-19 11:23:00
563503,2011-08-17 09:05:00
537176,2010-12-05 13:26:00
571739,2011-10-19 10:33:00
563656,2011-08-18 10:48:00
545427,2011-03-02 14:41:00
C544829,2011-02-24 09:53:00
544999,2011-02-25 12:28:00
554319,2011-05-23 15:31:00
554770,2011-05-26 11:40:00
536975,2010-12-03 14:04:00
555070,2011-05-31 11:36:00
555091,2011-05-31 12:50:00
563482,2011-08-16 15:54:00
545562,2011-03-03 16:12:00
554933,2011-05-27 13:26:00
554923,2011-05-27 12:48:00
554262,2011-05-23 12:32:00
571456,2011-10-17 13:57:00
536551,2010-12-01 14:34:00
545661,2011-03-04 14:41:00
C563693,2011-08-18 13:04:00
554131,2011-05-23 09:43:00
545180,2011-02-28 14:42:00
545505,2011-03-03 11:40:00
C563197,2011-08-14 09:57:00
563832,2011-08-19 12:33:00
572237,2011-10-21 14:49:00
545336,2011-03-01 16:53:00
554954,2011-05-27 14:50:00
554665,2011-05-25 14:44:00
545017,2011-02-25 13:51:00
563201,2011-08-14 10:52:00
554941,2011-05-27 13:53:00
554638,2011-05-25 11:59:00
564065,2011-08-22 15:05:00
C563610,2011-08-18 06:36:00
572080,2011-10-20 14:12:00
554831,2011-05-26 15:22:00
563658,2011-08-18 10:57:00
545463,2011-03-03 08:36:00
564075,2011-08-22 15:22:00
563547,2011-08-17 12:29:00
564082,2011-08-23 08:51:00
545216,2011-02-28 16:50:00
537133,2010-12-05 12:29:00
563588,2011-08-17 19:15:00
563854,2011-08-19 15:24:00
571563,2011-10-18 10:07:00
537090,2010-12-05 12:02:00
C564063,2011-08-22 15:00:00
544924,2011-02-24 17:18:00
572125,2011-10-21 08:57:00
C572428,2011-10-24 12:03:00
554286,2011-05-23 14:16:00
545339,2011-03-02 08:26:00
545662,2011-03-04 14:42:00
544805,2011-02-23 14:50:00
545523,2011-03-03 12:41:00
545580,2011-03-04 08:43:00
536743,2010-12-02 13:32:00
C571859,2011-10-19 13:39:00
563933,2011-08-21 15:54:00
564148,2011-08-23 12:22:00
545533,2011-03-03 14:04:00
C572530,2011-10-24 15:55:00
536808,2010-12-02 16:46:00
C571860,2011-10-19 13:42:00
537025,2010-12-03 16:21:00
C564094,2011-08-23 10:30:00
544970,2011-02-25 11:33:00
563411,2011-08-16 11:10:00
C536606,2010-12-02 09:10:00
554819,2011-05-26 14:09:00
563892,2011-08-19 17:08:00
C564104,2011-08-23 10:38:00
537077,2010-12-05 11:59:00
572023,2011-10-20 11:03:00
544944,2011-02-25 10:46:00
571841,2011-10-19 12:21:00
536885,2010-12-03 11:42:00
545342,2011-03-02 09:04:00
C536817,2010-12-02 17:08:00
554123,2011-05-22 15:44:00
545186,2011-02-28 15:05:00
536604,2010-12-02 08:43:00
554946,2011-05-27 14:22:00
572122,2011-10-21 08:24:00
C554693,2011-05-25 16:59:00
536463,2010-12-01 12:22:00
536972,2010-12-03 13:42:00
563427,2011-08-16 11:40:00
563533,2011-08-17 11:14:00
563211,2011-08-14 12:33:00
571323,2011-10-17 11:07:00
545408,2011-03-02 12:10:00
563897,2011-08-21 10:44:00
572072,2011-10-20 13:40:00
C554689,2011-05-25 16:51:00
C536978,2010-12-03 14:19:00
C572482,2011-10-24 13:48:00
563355,2011-08-15 14:39:00
C572444,2011-10-24 12:12:00
572194,2011-10-21 11:43:00
555234,2011-06-01 12:54:00
563445,2011-08-16 14:18:00
555003,2011-05-31 09:36:00
563498,2011-08-16 16:17:00
544816,2011-02-23 16:41:00
571735,2011-10-19 10:03:00
563696,2011-08-18 13:38:00
545287,2011-03-01 11:42:00
544800,2011-02-23 13:45:00
563373,2011-08-16 10:02:00
564086,2011-08-23 09:36:00
536973,2010-12-03 13:43:00
563614,2011-08-18 08:51:00
563657,2011-08-18 10:49:00
563254,2011-08-15 12:06:00
537067,2010-12-05 11:57:00
545593,2011-03-04 10:31:00
563941,2011-08-22 09:51:00
C554335,2011-05-23 17:18:00
571749,2011-10-19 11:16:00
555247,2011-06-01 14:42:00
536588,2010-12-01 16:49:00
572380,2011-10-24 11:51:00
554714,2011-05-26 10:44:00
554207,2011-05-23 12:15:00
C536854,2010-12-03 10:09:00
537059,2010-12-05 11:54:00
C563856,2011-08-19 15:39:00
571377,2011-10-17 11:56:00
536523,2010-12-01 12:50:00
555243,2011-06-01 13:52:00
555017,2011-05-31 11:14:00
572021,2011-10-20 10:57:00
563695,2011-08-18 13:17:00
537001,2010-12-03 15:33:00
536633,2010-12-02 11:20:00
554997,2011-05-29 15:35:00
536514,2010-12-01 12:40:00
554787,2011-05-26 11:51:00
571601,2011-10-18 10:53:00
536412,2010-12-01 11:49:00
537134,2010-12-05 12:34:00
563934,2011-08-21 16:02:00
572233,2011-10-21 14:41:00
536843,2010-12-02 18:46:00
554648,2011-05-25 12:44:00
572459,2011-10-24 12:53:00
545064,2011-02-27 14:29:00
571628,2011-10-18 11:13:00
545044,2011-02-27 11:31:00
571441,2011-10-17 13:31:00
C554864,2011-05-27 10:36:00
554709,2011-05-26 10:35:00
554305,2011-05-23 14:58:00
571913,2011-10-19 15:29:00
C545442,2011-03-02 16:17:00
554285,2011-05-23 14:15:00
555110,2011-05-31 14:34:00
536567,2010-12-01 15:27:00
C537157,2010-12-05 13:09:00
571682,2011-10-18 14:00:00
563659,2011-08-18 11:00:00
554135,2011-05-23 09:58:00
563227,2011-08-14 15:33:00
554643,2011-05-25 12:28:00
536789,2010-12-02 15:25:00
554283,2011-05-23 14:11:00
571851,2011-10-19 13:02:00
544810,2011-02-23 15:53:00
C545330,2011-03-01 15:49:00
C571639,2011-10-18 12:01:00
544906,2011-02-24 14:13:00
554113,2011-05-22 14:53:00
554271,2011-05-23 13:06:00
537141,2010-12-05 12:57:00
C572276,2011-10-23 10:24:00
536735,2010-12-02 12:58:00
554964,2011-05-27 15:57:00
C563586,2011-08-17 17:19:00
545024,2011-02-25 14:38:00
C545507,2011-03-03 11:43:00
554552,2011-05-25 09:58:00
563584,2011-08-17 16:48:00
554509,2011-05-24 15:45:00
571293,2011-10-16 15:56:00
536368,2010-12-01 08:34:00
545652,2011-03-04 13:27:00
564143,2011-08-23 11:51:00
554952,2011-05-27 14:48:00
536373,2010-12-01 09:02:00
C572479,2011-10-24 13:43:00
555127,2011-05-31 15:30:00
555094,2011-05-31 13:17:00
554317,2011-05-23 15:29:00
571700,2011-10-18 15:00:00
554313,2011-05-23 15:28:00
572303,2011-10-23 14:56:00
564021,2011-08-22 11:58:00
554511,2011-05-24 15:52:00
572342,2011-10-24 10:38:00
536460,2010-12-01 12:22:00
554756,2011-05-26 11:36:00
572104,2011-10-20 16:21:00
C554477,2011-05-24 12:44:00
537155,2010-12-05 13:05:00
C571711,2011-10-18 16:21:00
544912,2011-02-24 15:12:00
C571440,2011-10-17 13:31:00
537127,2010-12-05 12:13:00
545577,2011-03-03 19:18:00
571722,2011-10-18 17:30:00
C554790,2011-05-26 12:10:00
C571893,2011-10-19 14:13:00
536833,2010-12-02 17:48:00
C554848,2011-05-26 19:56:00
554494,2011-05-24 14:00:00
555011,2011-05-31 10:43:00
536397,2010-12-01 10:51:00
C537203,2010-12-05 14:44:00
572182,2011-10-21 10:32:00
571551,2011-10-18 08:28:00
563212,2011-08-14 12:41:00
554950,2011-05-27 14:48:00
545333,2011-03-01 16:22:00
536591,2010-12-01 16:58:00
544934,2011-02-25 09:01:00
C571329,2011-10-17 11:32:00
C536825,2010-12-02 17:27:00
572192,2011-10-21 11:30:00
563440,2011-08-16 13:12:00
545065,2011-02-27 14:43:00
545312,2011-03-01 13:51:00
536746,2010-12-02 13:39:00
536404,2010-12-01 11:29:00
536403,2010-12-01 11:27:00
572313,2011-10-23 15:54:00
C571327,2011-10-17 11:12:00
563550,2011-08-17 12:50:00
572108,2011-10-20 18:08:00
572544,2011-10-24 16:34:00
554671,2011-05-25 15:47:00
544832,2011-02-24 10:05:00
554392,2011-05-24 12:04:00
563698,2011-08-18 13:46:00
537154,2010-12-05 13:05:00
C536757,2010-12-02 14:23:00
C536548,2010-12-01 14:33:00
563585,2011-08-17 17:01:00
C554856,2011-05-27 09:55:00
555150,2011-05-31 15:53:00
545595,2011-03-04 10:39:00
563216,2011-08-14 13:14:00
544938,2011-02-25 10:10:00
571793,2011-10-19 11:38:00
536571,2010-12-01 15:37:00
545658,2011-03-04 14:13:00
C563598,2011-08-18 06:21:00
563846,2011-08-19 14:43:00
C536815,2010-12-02 17:05:00
571909,2011-10-19 15:08:00
571933,2011-10-20 08:19:00
571740,2011-10-19 10:34:00
554512,2011-05-24 15:54:00
545656,2011-03-04 13:58:00
536425,2010-12-01 12:08:00
572548,2011-10-24 17:01:00
554939,2011-05-27 13:49:00
545050,2011-02-27 11:57:00
C554373,2011-05-24 11:23:00
563453,2011-08-16 14:34:00
544815,2011-02-23 16:37:00
571696,2011-10-18 14:47:00
571504,2011-10-17 15:19:00
545416,2011-03-02 13:35:00
555076,2011-05-31 12:11:00
537138,2010-12-05 12:44:00
571691,2011-10-18 14:34:00
563205,2011-08-14 12:03:00
564020,2011-08-22 11:57:00
554678,2011-05-25 16:03:00
537117,2010-12-05 12:09:00
554424,2011-05-24 12:14:00
536366,2010-12-01 08:28:00
563255,2011-08-15 12:07:00
572133,2011-10-21 10:11:00
536374,2010-12-01 09:09:00
536595,2010-12-01 17:24:00
C554531,2011-05-24 17:30:00
571553,2011-10-18 09:07:00
537193,2010-12-05 13:49:00
554711,2011-05-26 10:41:00
536406,2010-12-01 11:33:00
537016,2010-12-03 15:41:00
572472,2011-10-24 13:34:00
C555054,2011-05-31 11:32:00
571742,2011-10-19 10:36:00
545321,2011-03-01 14:53:00
544998,2011-02-25 11:56:00
C563918,2011-08-21 13:47:00
571300,2011-10-17 08:56:00
545078,2011-02-28 10:15:00
563548,2011-08-17 12:30:00
563756,2011-08-19 11:08:00
572096,2011-10-20 15:20:00
572191,2011-10-21 11:18:00
555162,2011-06-01 10:15:00
536542,2010-12-01 14:11:00
563621,2011-08-18 10:10:00
554133,2011-05-23 09:46:00
571298,2011-10-17 08:14:00
536803,2010-12-02 16:33:00
571917,2011-10-19 15:46:00
536788,2010-12-02 15:25:00
545013,2011-02-25 13:09:00
545579,2011-03-04 08:10:00
563731,2011-08-18 17:44:00
C571336,2011-10-17 11:43:00
C571346,2011-10-17 11:46:00
C554522,2011-05-24 17:12:00
537054,2010-12-05 11:40:00
572088,2011-10-20 14:33:00
571942,2011-10-20 10:06:00
544798,2011-02-23 13:44:00
571477,2011-10-17 14:54:00
536838,2010-12-02 18:23:00
545462,2011-03-03 08:24:00
545413,2011-03-02 12:24:00
545231,2011-03-01 10:08:00
C571625,2011-10-18 10:59:00
544900,2011-02-24 12:41:00
C563655,2011-08-18 10:44:00
571693,2011-10-18 14:44:00
554159,2011-05-23 11:48:00
554835,2011-05-26 16:11:00
C536642,2010-12-02 11:56:00
563837,2011-08-19 13:03:00
563248,2011-08-15 11:30:00
563660,2011-08-18 11:03:00
536367,2010-12-01 08:34:00
544919,2011-02-24 16:31:00
C554302,2011-05-23 14:50:00
572542,2011-10-24 16:20:00
572188,2011-10-21 11:06:00
572515,2011-10-24 14:37:00
554829,2011-05-26 15:22:00
C563535,2011-08-17 11:38:00
536670,2010-12-02 12:09:00
536744,2010-12-02 13:36:00
571747,2011-10-19 10:59:00
536752,2010-12-02 14:06:00
537142,2010-12-05 12:57:00
571462,2011-10-17 14:14:00
545228,2011-03-01 09:47:00
563717,2011-08-18 16:16:00
571558,2011-10-18 09:30:00
545048,2011-02-27 11:48:00
C537039,2010-12-05 10:25:00
536883,2010-12-03 11:41:00
554859,2011-05-27 10:16:00
545238,2011-03-01 11:02:00
554839,2011-05-26 17:15:00
C554136,2011-05-23 10:02:00
572132,2011-10-21 10:03:00
572333,2011-10-24 10:23:00
572106,2011-10-20 17:04:00
C536622,2010-12-02 10:37:00
571676,2011-10-18 13:29:00
536742,2010-12-02 13:14:00
544926,2011-02-24 17:50:00
536999,2010-12-03 15:32:00
545191,2011-02-28 15:39:00
563349,2011-08-15 13:51:00
536541,2010-12-01 14:05:00
536387,2010-12-01 09:58:00
536860,2010-12-03 10:43:00
572215,2011-10-21 12:52:00
554364,2011-05-24 10:21:00
544887,2011-02-24 11:54:00
554821,2011-05-26 14:09:00
563926,2011-08-21 14:42:00
554137,2011-05-23 10:13:00
536611,2010-12-02 09:43:00
572520,2011-10-24 15:05:00
572527,2011-10-24 15:35:00
554146,2011-05-23 10:45:00
C563611,2011-08-18 06:38:00
555251,2011-06-01 15:12:00
564109,2011-08-23 10:48:00
C554273,2011-05-23 13:09:00
554920,2011-05-27 12:41:00
536749,2010-12-02 13:49:00
C555014,2011-05-31 10:45:00
563452,2011-08-16 14:34:00
554934,2011-05-27 13:29:00
563590,2011-08-17 20:02:00
C564108,2011-08-23 10:42:00
554942,2011-05-27 14:01:00
554561,2011-05-25 10:35:00
545317,2011-03-01 14:14:00
536667,2010-12-02 12:09:00
537006,2010-12-03 15:36:00
555200,2011-06-01 12:05:00
545649,2011-03-04 13:14:00
545061,2011-02-27 13:52:00
571622,2011-10-18 10:58:00
545054,2011-02-27 12:41:00
564137,2011-08-23 11:30:00
537211,2010-12-05 15:18:00
C572410,2011-10-24 11:58:00
536637,2010-12-02 11:35:00
554353,2011-05-24 09:10:00
563748,2011-08-19 10:06:00
C554528,2011-05-24 17:26:00
563710,2011-08-18 15:28:00
536521,2010-12-01 12:48:00
572312,2011-10-23 15:47:00
536960,2010-12-03 12:48:00
545581,2011-03-04 09:03:00
C571466,2011-10-17 14:31:00
545431,2011-03-02 14:58:00
537156,2010-12-05 13:08:00
564078,2011-08-22 15:43:00
554708,2011-05-26 10:25:00
563711,2011-08-18 15:41:00
536620,2010-12-02 10:27:00
554841,2011-05-26 17:21:00
564045,2011-08-22 12:59:00
536390,2010-12-01 10:19:00
545032,2011-02-25 15:37:00
C554925,2011-05-27 12:57:00
554852,2011-05-27 09:24:00
544797,2011-02-23 13:43:00
536876,2010-12-03 11:36:00
537222,2010-12-05 16:00:00
545587,2011-03-04 09:46:00
537053,2010-12-05 11:38:00
545079,2011-02-28 10:30:00
545599,2011-03-04 11:17:00
571406,2011-10-17 12:12:00
572105,2011-10-20 17:00:00
C572532,2011-10-24 16:03:00
563505,2011-08-17 09:45:00
563359,2011-08-15 14:56:00
555233,2011-06-01 12:46:00
536753,2010-12-02 14:07:00
563444,2011-08-16 13:50:00
C545476,2011-03-03 11:05:00
571303,2011-10-17 09:36:00
554672,2011-05-25 15:54:00
563441,2011-08-16 13:13:00
536500,2010-12-01 12:35:00
563371,2011-08-16 09:39:00
572211,2011-10-21 12:25:00
C554340,2011-05-23 17:40:00
554496,2011-05-24 14:25:00
571434,2011-10-17 13:22:00
C545443,2011-03-02 16:20:00
571431,2011-10-17 12:52:00
545584,2011-03-04 09:11:00
545014,2011-02-25 13:15:00
545084,2011-02-28 10:55:00
572293,2011-10-23 13:02:00
572310,2011-10-23 15:30:00
C555271,2011-06-01 16:26:00
572123,2011-10-21 08:40:00
571744,2011-10-19 10:43:00
536586,2010-12-01 16:25:00
544886,2011-02-24 11:42:00
554838,2011-05-26 16:30:00
563565,2011-08-17 14:22:00
C555267,2011-06-01 16:15:00
572280,2011-10-23 11:05:00
554359,2011-05-24 09:56:00
571663,2011-10-18 12:56:00
C555261,2011-06-01 15:37:00
544839,2011-02-24 10:50:00
571849,2011-10-19 12:52:00
536945,2010-12-03 12:24:00
554267,2011-05-23 12:56:00
554316,2011-05-23 15:29:00
545218,2011-02-28 17:01:00
536554,2010-12-01 14:35:00
545592,2011-03-04 10:30:00
563261,2011-08-15 12:38:00
C572473,2011-10-24 13:34:00
C572488,2011-10-24 13:57:00
555096,2011-05-31 13:32:00
545349,2011-03-02 11:07:00
563712,2011-08-18 15:44:00
571738,2011-10-19 10:32:00
554550,2011-05-25 09:57:00
571641,2011-10-18 12:07:00
544837,2011-02-24 10:29:00
545051,2011-02-27 11:58:00
572129,2011-10-21 09:25:00
554842,2011-05-26 18:17:00
572350,2011-10-24 11:33:00
545302,2011-03-01 12:46:00
C572113,2011-10-20 19:14:00
544818,2011-02-23 16:45:00
563951,2011-08-22 10:42:00
563360,2011-08-15 15:06:00
563572,2011-08-17 15:00:00
563253,2011-08-15 12:04:00
563579,2011-08-17 15:16:00
554279,2011-05-23 13:28:00
545060,2011-02-27 13:47:00
555114,2011-05-31 14:55:00
572345,2011-10-24 10:53:00
563840,2011-08-19 13:33:00
554823,2011-05-26 14:20:00
564077,2011-08-22 15:42:00
563194,2011-08-12 16:36:00
537007,2010-12-03 15:36:00
571510,2011-10-17 15:37:00
572499,2011-10-24 14:10:00
C571919,2011-10-19 16:08:00
572220,2011-10-21 13:24:00
563617,2011-08-18 09:45:00
563428,2011-08-16 11:44:00
563821,2011-08-19 12:06:00
554706,2011-05-26 10:13:00
545466,2011-03-03 09:26:00
536589,2010-12-01 16:50:00
536920,2010-12-03 12:01:00
554436,2011-05-24 12:18:00
563935,2011-08-21 16:24:00
C571838,2011-10-19 12:12:00
554147,2011-05-23 10:48:00
C571637,2011-10-18 11:55:00
564139,2011-08-23 11:41:00
554357,2011-05-24 09:26:00
554635,2011-05-25 11:45:00
545071,2011-02-27 15:59:00
563953,2011-08-22 10:47:00
571411,2011-10-17 12:33:00
C545452,2011-03-02 16:56:00
544803,2011-02-23 14:29:00
571413,2011-10-17 12:33:00
555000,2011-05-31 08:03:00
545069,2011-02-27 15:25:00
544813,2011-02-23 16:23:00
554287,2011-05-23 14:17:00
571408,2011-10-17 12:22:00
C572449,2011-10-24 12:34:00
554818,2011-05-26 14:09:00
571425,2011-10-17 12:41:00
C563899,2011-08-21 10:55:00
C572478,2011-10-24 13:39:00
554987,2011-05-29 12:48:00
563345,2011-08-15 13:22:00
C554303,2011-05-23 14:52:00
554994,2011-05-29 14:18:00
563195,2011-08-12 16:36:00
554845,2011-05-26 19:49:00
564150,2011-08-23 12:30:00
571701,2011-10-18 15:05:00
563732,2011-08-18 17:50:00
571892,2011-10-19 14:12:00
554858,2011-05-27 10:15:00
C563587,2011-08-17 17:37:00
536835,2010-12-02 18:06:00
536547,2010-12-01 14:33:00
563578,2011-08-17 15:11:00
536671,2010-12-02 12:10:00
C554336,2011-05-23 17:20:00
C536850,2010-12-03 09:47:00
571418,2011-10-17 12:35:00
C564142,2011-08-23 11:49:00
545568,2011-03-03 16:22:00
545558,2011-03-03 15:31:00
571311,2011-10-17 10:33:00
572307,2011-10-23 15:23:00
C572446,2011-10-24 12:23:00
545303,2011-03-01 12:48:00
C563603,2011-08-18 06:28:00
563820,2011-08-19 11:57:00
554114,2011-05-22 15:00:00
554924,2011-05-27 12:54:00
C536737,2010-12-02 13:05:00
555266,2011-06-01 16:12:00
536525,2010-12-01 12:54:00
572101,2011-10-20 15:47:00
537160,2010-12-05 13:18:00
536806,2010-12-02 16:42:00
545047,2011-02-27 11:42:00
572536,2011-10-24 16:08:00
554680,2011-05-25 16:04:00
536861,2010-12-03 10:44:00
554707,2011-05-26 10:15:00
571318,2011-10-17 10:50:00
537009,2010-12-03 15:38:00
563818,2011-08-19 11:55:00
572534,2011-10-24 16:07:00
536398,2010-12-01 10:52:00
563192,2011-08-12 16:10:00
563558,2011-08-17 13:40:00
C554333,2011-05-23 17:15:00
C545453,2011-03-02 16:57:00
572324,2011-10-24 09:52:00
554112,2011-05-22 14:44:00
554865,2011-05-27 10:37:00
563480,2011-08-16 15:52:00
571934,2011-10-20 08:21:00
554118,2011-05-22 15:26:00
554975,2011-05-29 10:40:00
544910,2011-02-24 14:32:00
554699,2011-05-26 09:17:00
572081,2011-10-20 14:13:00
545337,2011-03-01 17:28:00
536865,2010-12-03 11:28:00
555241,2011-06-01 13:32:00
563927,2011-08-21 15:01:00
