invoicelineid,quantity,unitprice
27992,6,3.75
27993,1,2.08
27994,6,12.75
27995,5,2.95
27996,36,1.25
27997,6,1.25
27998,3,9.32
27999,8,0.29
28000,50,0.42
28001,5,0.83
28002,10,1.45
28003,1,2.55
28004,2,0.42
28005,1,1.45
28006,20,0.85
28007,10,1.95
28008,6,0.85
28009,1,1.25
28010,1,464.9
28011,6,4.95
28012,3,4.95
28013,10,4.95
28014,6,0.55
28015,4,5.95
28016,24,1.65
28017,3,7.46
28018,4,0.83
28019,4,1.67
28020,10,2.08
28021,1,0.55
28022,3,0.85
28023,12,1.25
28024,1,1.95
28025,2,9.95
28026,24,0.42
28027,16,4.13
28028,5,0.42
28029,13,2.46
28030,2,0.39
28031,15,2.95
28032,1,1.25
28033,1,1.65
28034,1,2.46
28035,9,2.13
28036,12,0.29
28037,1,8.95
28038,6,4.25
28039,10,2.08
28040,2,2.08
28041,1,1.65
28042,8,0.83
28043,24,0.55
28044,24,1.65
28045,3,7.95
28046,1,8.5
28047,24,0.85
28048,12,1.25
28049,1,4.25
28050,12,2.1
28051,16,4.95
28052,24,0.39
28053,6,2.55
28054,12,1.45
28055,3,1.65
28056,3,5.95
28057,108,0.19
28058,1,3.29
28059,12,0.19
28060,120,4.65
28061,12,0.85
28062,9,5.75
28063,1,2.55
28064,3,0.42
28065,2,3.29
28066,24,0.65
28067,12,0.85
28068,1,4.95
28069,1,5.79
28070,11,3.36
28071,6,0.83
28072,2,1.65
28073,12,0.42
28074,24,0.59
28075,12,1.65
28076,1,4.96
28077,8,1.25
28078,3,0.85
28079,1,2.08
28080,12,0.85
28081,20,1.65
28082,2,8.29
28083,3,7.62
28084,3,2.51
28085,8,0.85
28086,12,0.85
28087,12,1.45
28088,2,1.25
28089,12,1.25
28090,2,1.25
28091,12,1.45
28092,12,5.95
28093,12,2.08
28094,6,2.55
28095,2,10.75
28096,2,9.95
28097,1,3.75
28098,2,5.95
28099,6,2.55
28100,96,0.19
28101,36,1.65
28102,2,3.29
28103,1,3.45
28104,24,0.42
28105,15,2.51
28106,6,2.55
28107,6,2.95
28108,20,1.65
28109,12,2.1
28110,1,3.29
28111,1,3.95
28112,36,2.1
28113,3,4.95
28114,2,0.65
28115,1,2.1
28116,2,7.95
28117,8,1.69
28118,6,3.39
28119,24,0.42
28120,1,1.65
28121,3,1.95
28122,10,1.65
28123,12,0.85
28124,10,7.95
28125,4,1.25
28126,12,2.1
28127,2,0.42
28128,12,0.85
28129,24,1.65
28130,6,2.55
28131,5,1.65
28132,6,2.08
28133,10,1.25
28134,12,2.1
28135,1,3.29
28136,1,4.25
28137,6,4.15
28138,2,5.45
28139,10,1.25
28140,2,1.25
28141,24,1.65
28142,2,8.5
28143,1,3.75
28144,1,4.13
28145,24,0.39
28146,6,2.08
28147,20,1.65
28148,60,10.4
28149,43,1.25
28150,12,0.83
28151,1,2.46
28152,1,3.29
28153,6,3.25
28154,2,8.25
28155,30,2.08
28156,2,0.39
28157,6,4.95
28158,8,3.75
28159,1,2.95
28160,12,0.85
28161,24,1.25
28162,1,3.29
28163,4,1.63
28164,12,1.25
28165,48,0.42
28166,5,2.1
28167,6,4.95
28168,1,2.95
28169,10,1.66
28170,2,7.95
28171,1,8.5
28172,1,4.21
28173,12,1.45
28174,32,2.55
28175,12,0.85
28176,12,2.95
28177,12,3.29
28178,6,3.95
28179,1,2.51
28180,4,4.25
28181,1,0.55
28182,6,2.55
28183,2,7.95
28184,48,1.25
28185,4,3.75
28186,2,6.35
28187,12,1.25
28188,2,2.89
28189,1,11.63
28190,2,3.75
28191,25,0.42
28192,12,0.85
28193,1,8.25
28194,1,7.62
28195,12,2.1
28196,1,4.13
28197,5,1.65
28198,6,2.55
28199,4,8.5
28200,4,4.96
28201,10,1.65
28202,10,20.79
28203,6,2.25
28204,2,8.29
28205,1,10.79
28206,4,9.95
28207,6,2.95
28208,9,0.85
28209,1,1.95
28210,2,1.66
28211,6,2.1
28212,12,0.83
28213,1,3.36
28214,16,10.95
28215,24,0.55
28216,3,4.95
28217,4,7.95
28218,40,2.55
28219,10,1.95
28220,192,3.82
28221,1,2.51
28222,3,4.13
28223,5,1.45
28224,5,2.1
28225,6,1.63
28226,5,10.79
28227,2,12.75
28228,2,4.13
28229,3,2.55
28230,10,2.08
28231,2,6.75
28232,1,1.63
28233,1,6.75
28234,1,2.1
28235,12,1.65
28236,2,1.25
28237,1,12.46
28238,4,4.15
28239,6,1.45
28240,1,4.13
28241,12,2.1
28242,1,8.5
28243,1,1.65
28244,1,0.42
28245,4,4.95
28246,12,0.65
28247,2,0.42
28248,1,4.96
28249,12,0.85
28250,15,0.83
28251,10,1.95
28252,1,0.63
28253,12,0.85
28254,1,1.25
28255,8,1.95
28256,1,10.79
28257,16,0.65
28258,1,4.25
28259,1,1.65
28260,2,2.1
28261,12,1.65
28262,6,1.65
28263,3,2.55
28264,3,12.5
28265,1,2.1
28266,1,0.83
28267,3,1.65
28268,2,7.5
28269,1,0.83
28270,2,8.25
28271,5,1.65
28272,1,1.95
28273,1,4.25
28274,24,0.39
28275,12,1.65
28276,1,2.95
28277,1,1.63
28278,3,4.95
28279,2,1.25
28280,12,1.65
28281,4,3.75
28282,6,4.25
28283,12,1.25
28284,3,4.96
28285,3,1.65
28286,1,1.65
28287,1,4.95
28288,12,1.65
28289,3,1.66
28290,6,2.08
28291,12,1.65
28292,4,3.75
28293,4,2.55
28294,1,8.25
28295,2,2.46
28296,4,7.95
28297,1,14.95
28298,24,1.69
28299,5,1.45
28300,4,18
28301,6,2.95
28302,10,2.08
28303,2,24.96
28304,1,0.65
28305,5,2.95
28306,1,2.46
28307,4,0.42
28308,2,5.95
28309,10,2.1
28310,12,2.95
28311,1,4.13
28312,12,0.65
28313,12,2.1
28314,1,1.28
28315,1,1.63
28316,1,2.1
28317,12,4.95
28318,6,2.95
28319,1,0.65
28320,12,1.25
28321,5,1.65
28322,1,7.95
28323,36,0.42
28324,1,4.25
28325,2,2.08
28326,1,3.75
28327,2,1.95
28328,12,1.25
28329,5,0.85
28330,24,1.65
28331,1,0.83
28332,2,3.36
28333,2,2.46
28334,2,1.65
28335,6,0.85
28336,1,2.1
28337,6,2.95
28338,6,2.95
28339,2,2.46
28340,4,8.5
28341,2,4.95
28342,2,9.95
28343,3,0.83
28344,2,16.63
28345,2,1.65
28346,12,0.85
28347,6,1.25
28348,4,3.75
28349,2,8.25
28350,1,0.85
28351,1,2.95
28352,36,0.83
28353,1,2.46
28354,2,7.95
28355,2,6.25
28356,6,5.95
28357,6,0.83
28358,1,4.95
28359,10,1.65
28360,4,4.15
28361,12,1.65
28362,2,19.95
28363,4,0.39
28364,1,3.29
28365,25,0.42
28366,-1,2.95
28367,1,2.46
28368,4,2.55
28369,1,1.25
28370,4,3.75
28371,1,1.25
28372,3,2.08
28373,12,1.25
28374,2,0.39
28375,1,10.79
28376,2,4.13
28377,2,0.83
28378,18,1.45
28379,-1,6.95
28380,24,0.39
28381,12,1.65
28382,24,1.45
28383,6,2.95
28384,6,2.95
28385,3,13.57
28386,2,8.95
28387,1,2.48
28388,6,3.35
28389,24,0.55
28390,-168,2.55
28391,5,0.42
28392,6,2.08
28393,12,0.42
28394,12,1.25
28395,12,0.42
28396,100,1.65
28397,12,2.55
28398,1,2.95
28399,6,0.85
28400,12,1.45
28401,48,0.29
28402,-6,1.25
28403,24,0.85
28404,12,1.25
28405,25,0.42
28406,1,8.47
28407,1,9.95
28408,20,1.65
28409,3,4.95
28410,10,1.95
28411,24,0.85
28412,2,3.75
28413,2,2.95
28414,-144,0.72
28415,36,7.65
28416,1,2.51
28417,3,1.69
28418,1,2.1
28419,10,2.08
28420,1,2.95
28421,12,1.45
28422,12,0.85
28423,25,0.42
28424,6,1.25
28425,1,10.79
28426,4,1.95
28427,14,0.42
28428,12,0.95
28429,1,1.25
28430,2,3.36
28431,2,1.25
28432,4,3.95
28433,12,0.75
28434,2,0.83
28435,1,4.25
28436,1,2.46
28437,1,7.95
28438,1,1.65
28439,1,1.25
28440,6,2.1
28441,2,12.75
28442,1,7.95
28443,96,0.42
28444,36,2.49
28445,6,2.95
28446,1,0.42
28447,96,1.85
28448,150,4.15
28449,-48,2.55
28450,48,1.45
28451,12,0.85
28452,4,2.89
28453,24,0.39
28454,1,1.65
28455,8,4.95
28456,1,8.25
28457,1,1.25
28458,2,4.15
28459,2,3.75
28460,12,1.25
28461,4,3.75
28462,50,0.21
28463,6,2.55
28464,4,1.25
28465,1,14.43
28466,6,2.1
28467,1,2.08
28468,1,0.83
28469,1,0.42
28470,10,1.65
28471,12,1.45
28472,1,4.21
28473,24,0.82
28474,1,2.95
28475,20,2.08
28476,2,0.55
28477,-22,0.42
28478,24,1.25
28479,48,0.39
28480,24,0.55
28481,16,0.65
28482,6,1.65
28483,10,0.85
28484,24,0.65
28485,3,0.83
28486,3,2.95
28487,1,14.95
28488,3,2.95
28489,24,1.25
28490,1,9.95
28491,2,2.46
28492,1,6.25
28493,1,0.42
28494,6,4.25
28495,6,2.49
28496,2,4.95
28497,144,0.42
28498,25,0.42
28499,20,2.08
28500,1,0.85
28501,3,1.45
28502,96,1.45
28503,1,1.63
28504,200,0.34
28505,3,0.12
28506,4,4.25
28507,10,1.25
28508,1,1.95
28509,1,16.95
28510,6,2.95
28511,6,3.75
28512,1,1.25
28513,1,15.95
28514,12,0.85
28515,1,2.55
28516,4,1.25
28517,6,2.95
28518,6,2.95
28519,2,9.95
28520,2,5.95
28521,12,1.25
28522,3,4.95
28523,4,1.65
28524,12,1.25
28525,2,0.55
28526,24,0.42
28527,1,2.89
28528,12,3.75
28529,2,1.46
28530,12,1.65
28531,-1,9.95
28532,12,1.25
28533,1,1.69
28534,12,0.42
28535,1,0.85
28536,3,0.83
28537,2,1.65
28538,12,1.65
28539,10,1.65
28540,1,3.75
28541,24,0.29
28542,36,0.12
28543,4,3.75
28544,2,4.95
28545,12,0.83
28546,2,8.5
28547,4,1.45
28548,4,2.55
28549,1,4.13
28550,1,5.95
28551,24,0.65
28552,2,8.5
28553,3,2.08
28554,1,8.95
28555,6,0.85
28556,1,0.42
28557,1,1.65
28558,2,1.63
28559,4,4.15
28560,3,0.85
28561,20,1.95
28562,2,2.1
28563,2,1.45
28564,216,1.95
28565,6,0.85
28566,11,4.13
28567,1,4.13
28568,12,0.42
28569,24,0.39
28570,6,1.65
28571,4,4.15
28572,6,3.75
28573,1,29.17
28574,16,1.25
28575,2,4.95
28576,12,1.65
28577,4,7.95
28578,2,3.29
28579,2,1.63
28580,12,1.25
28581,12,1.25
28582,24,2.95
28583,12,2.1
28584,6,1.65
28585,1,2.46
28586,1,8.29
28587,5,0.85
28588,4,0.29
28589,2,4.95
28590,24,0.42
28591,4,3.25
28592,1,0.85
28593,2,0.85
28594,1,4.13
28595,3,4.95
28596,28,0.21
28597,3,1.45
28598,3,1.25
28599,10,2.08
28600,7,0.42
28601,12,1.25
28602,24,8.5
28603,3,1.45
28604,11,0.21
28605,2,3.75
28606,10,6.75
28607,2,8.5
28608,3,5.95
28609,2,2.46
28610,6,2.89
28611,1,1.65
28612,12,1.65
28613,2,2.1
28614,80,0.06
28615,3,8.25
28616,2,5.91
28617,4,1.45
28618,12,0.42
28619,1,2.51
28620,4,3.75
28621,1,4.21
28622,24,0.29
28623,2,5.95
28624,-48,0.55
28625,25,0.42
28626,3,0.42
28627,1,7.95
28628,6,0.85
28629,1,5.95
28630,2,9.95
28631,12,0.85
28632,1,0.83
28633,24,0.55
28634,12,0.85
28635,2,8.25
28636,12,0.42
28637,24,0.29
28638,2,8.5
28639,2,0.39
28640,1,1.25
28641,6,1.45
28642,12,0.42
28643,4,2.55
28644,2,2.08
28645,6,2.95
28646,2,2.95
28647,3,1.45
28648,1,14.95
28649,2,5.95
28650,2,1.63
28651,24,2.1
28652,6,2.95
28653,1,9.95
28654,16,0.65
28655,2,0.85
28656,3,2.1
28657,12,0.85
28658,25,0.42
28659,1,0.55
28660,40,2.55
28661,6,0.29
28662,8,4.95
28663,12,7.95
28664,6,2.1
28665,1,0.55
28666,2,3.29
28667,4,9.95
28668,8,1.69
28669,9,0.83
28670,36,0.85
28671,10,0.65
28672,2,0.85
28673,24,2.95
28674,1,2.08
28675,1,0.42
28676,10,0.79
28677,12,2.1
28678,3,4.95
28679,1,3.95
28680,2,1.63
28681,1,1.95
28682,1,2.46
28683,6,12.75
28684,24,0.39
28685,224,3.24
28686,10,1.65
28687,2,4.25
28688,10,1.25
28689,6,2.75
28690,3,2.95
28691,2,7.95
28692,1,1.65
28693,2,7.95
28694,1,0.39
28695,4,2.95
28696,2,5.95
28697,3,12.5
28698,4,1.25
28699,10,1.65
28700,8,1.25
28701,4,1.25
28702,6,2.95
28703,3,2.89
28704,1,0.83
28705,4,8.5
28706,1,1.45
28707,12,0.85
28708,10,2.1
28709,12,1.25
28710,1,5.95
28711,4,3.29
28712,3,6.77
28713,1,9.95
28714,10,2.08
28715,4,1.63
28716,1,1.25
28717,2,2.55
28718,1,2.1
28719,12,1.25
28720,16,1.69
28721,12,0.85
28722,10,0.85
28723,3,1.63
28724,2,1.65
28725,25,0.42
28726,1,1.69
28727,1,11.02
28728,12,1.25
28729,4,4.15
28730,3,4.95
28731,6,1.65
28732,12,0.39
28733,1,4.25
28734,1,1.25
28735,2,2.46
28736,-1,6.65
28737,1,2.55
28738,2,1.65
28739,3,4.13
28740,3,0.42
28741,3,12.75
28742,1,19.53
28743,12,1.25
28744,2,9.95
28745,12,0.42
28746,24,0.42
28747,4,1.45
28748,3,1.25
28749,6,2.55
28750,6,2.55
28751,12,0.65
28752,6,2.08
28753,8,3.75
28754,1,5.79
28755,2,1.63
28756,1,3.95
28757,10,2.08
28758,36,2.1
28759,12,0.85
28760,3,5.45
28761,2,2.1
28762,1,5.79
28763,5,1.25
28764,-1,4.95
28765,3,0.83
28766,5,2.95
28767,1,5.95
28768,1,4.96
28769,1,1.65
28770,10,2.08
28771,30,1.65
28772,1,4.13
28773,2,4.13
28774,12,1.45
28775,1,4.95
28776,1,2.95
28777,10,1.65
28778,20,1.95
28779,1,1.25
28780,1,4.15
28781,1,1.95
28782,4,8.5
28783,2,2.95
28784,6,4.95
28785,3,3.95
28786,12,2.95
28787,3,1.25
28788,1,1.65
28789,24,3.39
28790,1,3.36
28791,-1,8.95
28792,5,0.85
28793,24,0.72
28794,12,0.85
28795,8,8.5
28796,1,5.91
28797,5,7.95
28798,4,4.25
28799,1,4.96
28800,12,0.85
28801,2,9.95
28802,1,3.29
28803,2,6.25
28804,8,1.69
28805,2,7.5
28806,1,2.1
28807,2,8.29
28808,4,3.75
28809,6,2.95
28810,12,1.25
28811,1,2.1
28812,12,0.85
28813,1,1.25
28814,4,3.75
28815,3,2.1
28816,-2,14.95
28817,1,2.46
28818,12,0.42
28819,1,3.29
28820,3,4.95
28821,6,1.95
28822,4,3.29
28823,300,10.95
28824,1,2.46
28825,6,0.85
28826,24,1.25
28827,3,8.5
28828,2,4.13
28829,12,2.95
28830,4,5.95
28831,6,1.25
28832,4,3.29
28833,16,0.83
28834,-7,1.25
28835,-1,4.95
28836,48,0.29
28837,4,4.25
28838,6,2.95
28839,24,0.39
28840,1,4.21
28841,20,2.08
28842,72,0.39
28843,2,8.5
28844,1,0.83
28845,3,1.95
28846,4,4.25
28847,5,0.83
28848,2,1.63
28849,3,4.13
28850,6,5.45
28851,12,1.25
28852,2,8.5
28853,1,1.65
28854,2,8.5
28855,3,1.65
28856,1,2.08
28857,1,1.65
28858,12,1.25
28859,1,1.63
28860,24,0.85
28861,1,1.95
28862,12,0.85
28863,1,1.25
28864,1,2.95
28865,24,0.55
28866,1,3.29
28867,25,0.42
28868,12,2.55
28869,24,1.25
28870,12,0.85
28871,3,0.85
28872,10,1.65
28873,24,0.42
28874,10,2.08
28875,1,3.75
28876,2,1.25
28877,2,1.25
28878,12,1.25
28879,1,2.95
28880,-3,4.95
28881,2,4.15
28882,27,0.95
28883,1,4.15
28884,1,3.75
28885,10,1.95
28886,4,1.65
28887,10,0.39
28888,20,0.85
28889,1,15.79
28890,1,3.95
28891,12,1.65
28892,2,3.75
28893,1,0
28894,16,0.42
28895,3,0.85
28896,1,5.45
28897,15,0.83
28898,2,1.95
28899,2,2.95
28900,10,0.55
28901,6,0.39
28902,8,1.69
28903,2,0.65
28904,1,1.65
28905,1,3.29
28906,2,4.15
28907,12,0.42
28908,4,9.95
28909,1,7.46
28910,12,1.25
28911,2,0.55
28912,1,1.25
28913,1,10.17
28914,1,4.95
28915,24,0.29
28916,6,2.55
28917,2,2.55
28918,1,2.1
28919,2,2.95
28920,1,0.39
28921,1,4.13
28922,1,15.79
28923,3,5.95
28924,6,2.55
28925,-3,1.65
28926,2,1.25
28927,12,0.85
28928,1,1.25
28929,1,165
28930,3,2.1
28931,6,4.15
28932,36,0.21
28933,2,7.95
28934,1,3.29
28935,72,1.25
28936,1,2.95
28937,12,1.65
28938,3,1.65
28939,2,3.95
28940,96,1.5
28941,1,1.63
28942,12,0.39
28943,6,1.25
28944,20,0.85
28945,30,0.38
28946,3,4.95
28947,24,0.39
28948,25,0.42
28949,1,1.66
28950,2,2.1
28951,2,1.65
28952,4,1.63
28953,24,0.55
28954,1,4.96
28955,6,1.65
28956,10,1.65
28957,120,4.77
28958,4,3.95
28959,6,2.1
28960,1,2.1
28961,1,2.95
28962,12,1.65
28963,8,3.75
28964,5,0.85
28965,1,0
28966,3,1.65
28967,2,12.75
28968,10,1.65
28969,25,0.42
28970,3,6.25
28971,4,4.95
28972,40,2.1
28973,2,6.95
28974,2,1.95
28975,1,8.47
28976,4,3.75
28977,4,3.75
28978,6,1.65
28979,3,0.42
28980,2,4.25
28981,1,5.95
28982,24,1.25
28983,24,0.42
28984,1,1.63
28985,4,2.95
28986,12,1.65
28987,1,4.13
28988,5,3.36
28989,5,0.85
28990,48,0.65
28991,36,0.85
28992,1,2.95
28993,10,2.08
28994,3,1.25
28995,10,2.08
28996,10,1.65
28997,8,7.65
28998,8,2.46
28999,1,2.51
29000,3,4.95
29001,4,3.75
29002,10,1.95
29003,18,2.89
29004,1,3.29
29005,4,4.15
29006,2,1.65
29007,2,1.65
29008,240,1.5
29009,6,0.42
29010,2,2.95
29011,1,0.85
29012,4,7.95
29013,36,0.65
29014,250,0.42
29015,1,4.95
29016,24,1.25
29017,20,0.75
29018,2,2.1
29019,2,0.83
29020,8,1.25
29021,100,0.72
29022,2,1.95
29023,12,3.75
29024,1,1.45
29025,12,0.85
29026,48,0.29
29027,50,4.65
29028,12,1.45
29029,5,0.85
29030,2,5.95
29031,12,1.25
29032,456,2.39
29033,10,6.75
29034,8,2.95
29035,4,3.75
29036,1,3.29
29037,1,4.13
29038,1,1.63
29039,12,0.42
29040,24,0.39
29041,1,0.85
29042,48,0.29
29043,2,1.28
29044,-3,0.42
29045,1,2.1
29046,4,3.95
29047,1,1.65
29048,1,1.95
29049,2,3.75
29050,1,0.83
29051,1,2.51
29052,1,14.95
29053,4,1.65
29054,1,1.66
29055,3,4.95
29056,4,1.65
29057,3,9.95
29058,24,0.42
29059,9,5.91
29060,1,2.46
29061,12,2.95
29062,3,5.06
29063,4,4.13
29064,12,0.85
29065,2,7.95
29066,10,1.65
29067,3,0.39
29068,3,5.95
29069,12,5.35
29070,48,1.25
29071,2,7.95
29072,1,2.55
29073,20,0.42
29074,1,3.95
29075,48,0.65
29076,1,1.25
29077,12,1.95
29078,1,0.79
29079,1,0.83
29080,4,4.15
29081,1,1.45
29082,1,1.63
29083,1,4.96
29084,3,4.95
29085,2,0.42
29086,12,1.45
29087,3,2.55
29088,192,1.04
29089,7,3.75
29090,3,8.29
29091,3,4.95
29092,1,4.65
29093,12,0.85
29094,24,0.12
29095,16,0.65
29096,5,6.63
29097,2,7.95
29098,3,0.29
29099,1,2.1
29100,4,3.75
29101,2,0.85
29102,6,2.08
29103,6,2.55
29104,10,0.42
29105,3,2.95
29106,3,1.65
29107,1,3.95
29108,2,10.4
29109,6,0.83
29110,2,5.95
29111,3,4.95
29112,1,4.13
29113,2,1.95
29114,2,2.08
29115,10,0.85
29116,12,1.65
29117,6,2.1
29118,10,2.1
29119,6,3.39
29120,3,0.85
29121,2,2.55
29122,5,1.25
29123,4,4.15
29124,12,0.85
29125,4,0.83
29126,12,1.65
29127,1,7.95
29128,1,0.83
29129,12,1.65
29130,10,5.91
29131,6,0.42
29132,4,3.75
29133,2,4.95
29134,2,15.95
29135,3,5.91
29136,24,0.79
29137,24,1.45
29138,36,0.83
29139,6,2.1
29140,1,2.95
29141,1,8.5
29142,8,1.95
29143,12,0.85
29144,12,1.45
29145,1,0.42
29146,24,1.65
29147,3,5.79
29148,8,1.65
29149,-1,2.95
29150,6,2.95
29151,2,0.83
29152,12,1.45
29153,24,0.39
29154,10,1.65
29155,24,0.55
29156,2,2.55
29157,3,1.25
29158,5,1.25
29159,1,2.95
29160,4,3.75
29161,24,3.39
29162,12,0.42
29163,96,0.39
29164,1,4.98
29165,1,8.25
29166,10,2.08
29167,5,0.85
29168,10,2.08
29169,4,2.1
29170,6,2.89
29171,12,1.65
29172,1,5.79
29173,3,4.95
29174,3,1.25
29175,12,1.25
29176,1,1.25
29177,2,8.25
29178,1,20.79
29179,1,3.29
29180,576,0.55
29181,4,3.75
29182,16,0.83
29183,1,2.08
29184,1,1.25
29185,2,2.95
29186,10,0.85
29187,4,2.95
29188,12,8.5
29189,1,6.95
29190,8,1.69
29191,12,1.25
29192,6,2.89
29193,12,1.45
29194,1,2.55
29195,48,0.39
29196,3,2.1
29197,1,4.25
29198,12,1.25
29199,24,0.42
29200,1,3.29
29201,12,2.95
29202,6,2.55
29203,3,2.08
29204,1,0.85
29205,25,0.42
29206,3,3.75
29207,24,0.85
29208,6,1.25
29209,6,1.25
29210,1,1.65
29211,1,16.63
29212,3,4.13
29213,48,0.85
29214,7,1.25
29215,6,3.75
29216,2,3.29
29217,5,1.65
29218,240,1.06
29219,24,1.25
29220,6,0.83
29221,10,1.95
29222,12,1.65
29223,12,2.08
29224,20,1.25
29225,1,16.95
29226,8,8.5
29227,30,1.65
29228,12,4.95
29229,10,0.85
29230,4,3.95
29231,2,12.5
29232,1,5.79
29233,1,2.46
29234,12,0.42
29235,1,6.75
29236,3,4.65
29237,1,1.25
29238,12,0.85
29239,2,2.46
29240,240,3.39
29241,1,1.63
29242,-1,2.95
29243,1,5.91
29244,20,1.65
29245,12,1.25
29246,1,7.95
29247,8,0.83
29248,6,0.83
29249,12,2.08
29250,4,1.45
29251,50,4.15
29252,24,0.55
29253,1,8.5
29254,2,0.85
29255,1,0.85
29256,5,7.46
29257,48,3.29
29258,10,0.85
29259,1,1.45
29260,6,1.45
29261,1,16.95
29262,288,0.21
29263,2,20.79
29264,3,3.75
29265,2,6.75
29266,4,1.25
29267,1,11.95
29268,8,3.75
29269,2,2.46
29270,2,4.25
29271,25,0.42
29272,12,0.42
29273,3,1.65
29274,24,0.55
29275,24,1.65
29276,1,20.38
29277,1,12.5
29278,6,4.25
29279,12,8.5
29280,2,4.13
29281,10,1.95
29282,12,1.65
29283,2,3.29
29284,4,3.29
29285,2,8.5
29286,1,8.29
29287,24,0.42
29288,1,5.91
29289,4,7.95
29290,3,4.95
29291,24,1.65
29292,10,0.85
29293,1,3.75
29294,2,0.65
29295,2,0.65
29296,4,4.15
29297,1,1.95
29298,3,1.65
29299,24,2.1
29300,2,6.63
29301,6,2.95
29302,2,4.13
29303,3,4.25
29304,12,1.45
29305,5,8.47
29306,1,29.13
29307,1,8.95
29308,6,2.95
29309,6,1.06
29310,1,4.15
29311,1,1.25
29312,-1,12.5
29313,1,4.15
29314,5,0.55
29315,24,1.69
29316,3,3.36
29317,1,1.63
29318,1,3.95
29319,6,2.1
29320,1,1.65
29321,1,1.45
29322,6,2.89
29323,3,1.63
29324,1,1.45
29325,7,0.85
29326,12,0.85
29327,24,0.85
29328,1,1.25
29329,1,2.1
29330,4,2.95
29331,10,1.65
29332,-63,0
29333,2,1.25
29334,12,1.25
29335,1,4.13
29336,12,1.25
29337,2,2.95
29338,1,3.29
29339,12,1.25
29340,12,2.1
29341,-1,10.95
29342,1,5.79
29343,1,14.95
29344,1,0.85
29345,2,1.25
29346,6,2.55
29347,2,1.25
29348,3,2.46
29349,6,2.89
29350,1,1.65
29351,24,0.55
29352,1,13.57
29353,12,0.83
29354,4,4.95
29355,2,1.25
29356,4,8.5
29357,10,0.85
29358,1,1.63
29359,2,5.95
29360,2,3.75
29361,12,1.25
29362,1,2.51
29363,1,1.45
29364,2,3.36
29365,2,8.25
29366,1,7.46
29367,12,1.95
29368,24,0.55
29369,12,1.95
29370,-2,2.95
29371,12,1.25
29372,5,2.95
29373,1,0.83
29374,24,0.42
29375,24,0.55
29376,2,8.25
29377,1,3.29
29378,12,0.85
29379,96,2.55
29380,1,2.95
29381,4,4.95
29382,12,0.42
29383,18,1.25
29384,1,1.25
29385,4,6.75
29386,1,14.95
29387,2,4.13
29388,12,1.25
29389,24,0.12
29390,2,1.65
29391,1,24.96
29392,-1,3
29393,30,6.75
29394,-2,1.25
29395,3,1.45
29396,1,3.29
29397,1,0.85
29398,48,0.72
29399,1,1.65
29400,3,1.65
29401,25,0.42
29402,4,3.75
29403,1,14.96
29404,12,0.65
29405,9,4.96
29406,2,0.85
29407,2,4.21
29408,12,1.25
29409,1,3.29
29410,1,4.13
29411,-2,16.95
29412,12,2.1
29413,25,0.42
29414,1,0.42
29415,1,4.98
29416,2,1.65
29417,12,1.25
29418,1,1.25
29419,1,4.96
29420,1,1.95
29421,1,0.85
29422,1,4.13
29423,1,10.79
29424,1,1.25
29425,4,4.25
29426,1,4.13
29427,3,0.65
29428,1,2.95
29429,8,0.55
29430,1,0.42
29431,1,4.65
29432,2,2.95
29433,18,2.95
29434,2,2.55
29435,240,0.42
29436,1,3.36
29437,36,0.85
29438,4,1.65
29439,1,2.55
29440,1,8.29
29441,1,4.95
29442,3,4.95
29443,1,2.95
29444,128,1.06
29445,12,1.25
29446,5,3.45
29447,1,2.46
29448,1,0.85
29449,12,0.42
29450,1,1.65
29451,6,2.95
29452,1,1.63
29453,36,0.65
29454,1,1.66
29455,3,1.65
29456,3,2.08
29457,3,2.95
29458,1,3.75
29459,12,0.42
29460,2,4.15
29461,8,2.95
29462,16,1.65
29463,5,8.25
29464,1,1.25
29465,10,1.65
29466,2,1.63
29467,11,0.19
29468,2,2.95
29469,1,10.17
29470,10,2.08
29471,12,1.25
29472,24,0.65
29473,1,1.25
29474,3,5.95
29475,12,0.42
29476,3,1.95
29477,3,4.95
29478,12,1.65
29479,6,1.85
29480,6,2.95
29481,4,5.95
29482,60,1.45
29483,6,5.95
29484,4,3.95
29485,3,2.55
29486,1,28
29487,24,0.42
29488,4,4.95
29489,36,2.1
29490,36,1.65
29491,1,1.25
29492,8,2.49
29493,1,4.95
29494,6,4.25
29495,12,2.95
29496,10,1.65
29497,1,12.75
29498,1,8.47
29499,12,5.95
29500,1,1.45
29501,10,2.08
29502,12,1.95
29503,6,2.1
29504,6,2.89
29505,12,1.95
29506,3,7.46
29507,-1,1.95
29508,6,1.65
29509,12,3.45
29510,2,2.51
29511,5,4.13
29512,-140,0
29513,1,0.83
29514,48,2.1
29515,3,2.08
29516,4,2.95
29517,1,8.5
29518,10,2.08
29519,2,3.75
29520,6,2.55
29521,6,2.55
29522,2,6.63
29523,6,2.89
29524,5,8.25
29525,2,2.95
29526,10,2.95
29527,36,1.06
29528,1,0.85
29529,6,3.29
29530,20,0.42
29531,12,2.08
29532,12,1.25
29533,4,1.25
29534,3,1.65
29535,24,0.39
29536,1,5.79
29537,1,1.63
29538,24,0.42
29539,12,1.65
29540,24,0.65
29541,1,1.25
29542,2,17.1
29543,2,5.79
